"",,,,,,,,Ending #,
Area,Classification,Dealer,Year,Model,Variant,Color,Mileage,,Price
"",,,,,,,,(Plate/CS),
NCR,Value Lite,,,,,,,,
"",,Toyota Alabang,2016,Fortuner,4X2 G Dsl AT,Attitude Black,"5 2,044",6,"1 ,120,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Alabang,2015,Hiace,3.0 Commuter Dsl MT,Freedom White,"8 9,539",8,"880,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Alabang,2020,Hiace,2.8 Commuter Dsl MT,White,"9 4,087",1,"1,340,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Alabang,2015,Innova,2.5 E AT Dsl,Brown,"1 00,371",1,"640,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Alabang,2023,Raize,Turbo,Yellow,"7 ,000",0,"970,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Alabang,2019,Rush,1.5G AT,Silver,"2 1,190",3,"855,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Alabang,2020,Rush,1.5 G Gas AT,White,"1 7,466",2,"880,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Alabang,2020,Wigo,1.0 G Gas AT,White,"2 2,323",4,"530,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2022,Altis,1.6 G AT,Red Mica Metallic,"1 3,763",5,"920,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2017,Altis,1.6 G AT,Thermalyte,"1 0,226",9,"750,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2018,Altis,1.6 V AT,White Pearl,"2 3,300",8,"800,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2021,Avanza,1.3 E AT,Dark Blue,"1 2,000",5,"900,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2022,Avanza,1.3 E CVT,Greenish Gun,"1 5,000",4,"920,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2022,Avanza,1.3 E AT,Silver Metallic,"3 1,996",1,"900,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2022,Avanza,1.3 E CVT,Silver Metallic,"2 5,411",5,"920,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2016,Camry,2.5 V AT,Silver Metallic,"1 2,000",3,"850,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2019,Camry,2.5 V AT,White Pearl,"1 9,683",5,"1,600,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2019,Hilux,2.4L 4X2 Conquest Dsl MT,Nebula Blue Metallic,"3 1,895",9,"1,200,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2020,Hilux,4X2 2.4 Conquest Dsl MT,Nebula Blue Metallic,"3 6,949",9,"1,250,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2013,Hilux,2.4l 4X2 Dsl MT,Silky Gold Mica Metallic,"1 11,860",1,"850,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2022,Innova,2.8 G Dsl MT,Blackish Red Mica,"9 ,070",3,"1,370,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2019,Innova,2.8 E Dsl MT,Thermalyte,"7 7,849",6,"900,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2024,Innova,2.8 V Dsl AT,White Pearl Crystal Shine,2 44,N/A,"1,750,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2023,Raize,1.2 E MT,Silver Metallic,"2 ,798",1,"700,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2022,Rush,1.5 G Gas AT,Bordeaux Mica,"4 4,854",5,"1,000,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2019,Rush,1.5 G Gas AT,Dark Red Mica Metallic,"9 6,730",0,"850,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2021,Vios,1.3 XE CVT,Alumina Jade Metallic,"1 1,000",4,"700,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2023,Vios,1.3 XLE CVT,Alumina Jade Metallic,"4 ,540",0,"800,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2021,Vios,1.3 XLE CVT,Alumina Jade Metallic,"2 8,410",7,"600,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2023,Vios,1.3 XLE CVT,Grayish Blue Mica Metallic,"1 7,074",4,"800,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2022,Vios,1.3 XLE CVT,Grayish Blue Mica Metallic,"8 ,991",1,"800,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2019,Vios,1.5 G AT,Super Red,"7 ,000",9,"780,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2020,Vios,1.3 J MT,Thermalyte,"5 6,539",0,"520,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2020,Wigo,1.0 G AT,Black,"3 7,336",1,"500,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2019,Wigo,1.0 G MT,Gray Metallic,"3 8,094",7,"500,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2019,Wigo,1.0 G MT,Gray Metallic,"6 0,297",3,"480,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Balintawak,2021,Wigo,1.0 G AT,Orange Metallic,"1 5,000",8,"580,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2020,Wigo,1.0 G AT,Orange Metallic,"8 ,613",9,"500,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2019,Wigo,1.0 G MT,Orange Metallic,"2 6,000",4,"500,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2019,Wigo,1.0 G MT,Orange Metallic,"4 6,553",4,"480,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Balintawak,2017,Wigo,1.0 G AT,Red,"9 6,730",6,"400,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Bicutan,2020,Altis,1.8 HEV CVT,White Pearl,"2 8,000",0,"1,050,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Bicutan,2022,Rush,1.5 G AT,Black Metallic,"35,000+",0,"870,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Bicutan,2021,Vios,1.3 XLE MT,Alumina Jade,"48,000+",9,"490,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Bicutan,2021,Vios,1.3 XLE CVT,Red Mica,"13,000+",0,"580,000.00"
"",,,,,,,,Ending #,
Area,Classification,Dealer,Year,Model,Variant,Color,Mileage,,Price
"",,,,,,,,(Plate/CS),
NCR,Value Lite,,,,,,,,
"",,Toyota Global City,2020,Corolla Altis,1.6 V Gas AT,Celestite Gray Metallic,"3 2,465",2,"980,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Global City,2018,Fortuner,2.4 4X2 V AT,White Pearl,36+++,0,"1,400,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Global City,2023,Fortuner,4X2 LTD,White Pearl 2Tone,23+++,4,"2,050,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Global City,2023,Raize,G CVT,Red Metallic,11+++,6,"800,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Global City,2018,RAV4,2.5 ACTIVE,Silver Metallic,16+++,3,"950,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Global City,2020,RAV4,205 LE AT,Silver Metallic,42+++,7,"1,250,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Global City,2019,Rush,G AT,Bronze,24+++,1,"800,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Global City,2022,Veloz,G CVT,Black,12+++,9,"980,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Global City,2023,Vios,1.3 XLE Gas CVT,Silver Metallic,"8 ,969",9,"790,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Global City,2021,Vios,1.5 G Gas CVT,White Pearl,"1 5,355",3,"850,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Global City,2023,Wigo,1.0 G AT,Yellow,4+++,0,"580,000.00"
NCR,Value Plus,,,,,,,,
"",,Toyota Makati,2023,Fortuner,2.8 Q Dsl A/T,Attitude Black,"9 ,000",9,"1,856,000.00"
NCR,Value Lite,,,,,,,,
"",,Toyota Manila Bay,2019,Corolla Altis,1.6 G CVT,Attitude Black Mica,"8 4,953",4,"650,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2020,Corolla Altis,1.6 V CVT,Thermalyte,"3 6,752",5,"950,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2020,Corolla Altis,1.6 V CVT,White Pearl,"4 3,063",1,"970,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2021,Corolla Cross,1.8 G CVT,White Pearl,"2 1,792",3,"1,000,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2022,Veloz,1.5 G CVT,Red,"2 4,676",8,"950,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2022,Vios,1.3 XLE CVT,Alumina Jade Metallic,"2 9,499",0,"720,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2022,Vios,1.3 XLE CVT,Black,"1 4,282",2,"720,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2023,Vios,1.3 XLE CVT,Black 1,"1 1,708",2,"770,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2021,Vios,1.3 XLE CVT,Blackish Red Mica,"2 5,089",0,"650,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2022,Vios,1.3 XLE CVT,Grayish Blue Mica Metallic,"2 6,411",6,"720,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2023,Vios,1.3 XLE CVT,Grayish Blue Mica Metallic,"1 5,548",9,"770,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2022,Vios,1.3 XLE CVT,Grayish Blue Mica Metallic,"2 2,211",0,"720,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2021,Vios,1.3 XLE CVT,Red Mica Metallic,"2 4,086",4,"550,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2021,Vios,1.5 GR-S CVT,Super Red V,"3 6,327",5,"800,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2021,Vios,1.5 GR-S CVT,Super Red V,"3 7,455",6,"800,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2021,Vios,1.3 XE CVT,Thermalyte,"2 5,431",0,"550,000.00"
NCR,Elite,,,,,,,,
"",,Toyota Manila Bay,2022,Vios,1.3 XLE CVT,Thermalyte,"1 0,512",3,"720,000.00"
Luzon,Value Plus,,,,,,,,
"",,Toyota Bacoor,2017,Alphard,3.5L A/T Gas,White Pearl,"5 0,568",2,"2,495,000.00"
Luzon,Elite,,,,,,,,
"",,Toyota Bacoor,2022,Fortuner,2.4L 4X2 G A/T Dsl,Attitude Black,"7 ,905",9,"1,670,000.00"
Luzon,Value Plus,,,,,,,,
"",,Toyota Bacoor,2022,Fortuner,4X2 2.4L G A/T Dsl,Black,"2 6,399",3,"1,680,000.00"
Luzon,Value Plus,,,,,,,,
"",,Toyota Bacoor,2022,Hilux,2.4 4X2 G A/T Dsl,Silver Metallic,"3 5,554",3,"1,250,000.00"
Luzon,Value Plus,,,,,,,,
"",,Toyota Bacoor,2022,Hilux,2.4L 4X2 Conquest A/T Dsl,Super White,"4 6,961",6,"1,340,000.00"
Luzon,Value Plus,,,,,,,,
"",,Toyota Bacoor,2021,Innova,2.8 G Dsl A/T,Alumina Jade Metallic,"1 7,587",4,"1,455,000.00"
Luzon,Value Plus,,,,,,,,
"",,Toyota Bacoor,2022,Rush,G GR-S 1.5 A/T Gas,White,"2 1,167",1,"995,000.00"
Luzon,Value Plus,,,,,,,,
"",,Toyota Bataan,2021,Fortuner,2.4 G M/T,Silver Metallic,-,8,"1 ,100,000.00"
Luzon,Value Plus,,,,,,,,
"",,Toyota Bataan,2022,Veloz,1.5 V CVT,Blackish Red,-,1,"980,000.00"
Luzon,Value Plus,,,,,,,,
"",,Toyota Batangas,2023,Vios,XLE CVT,Thermalyte,"4 ,403",1,"700,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Calapan,2022,Avanza,1.3 E MT,Dark Red Mica Metallic,"3 7,813",6,"790,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Calapan,2021,Hiace,Commuter,Silver Metallic,"8 7,623",0,"980,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Calapan,2022,Innova,2.8 E Dsl AT,Blackish Red Mica,"1 2,236",4,"1,070,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Calapan,2023,Rush,G GR-S 1.5 A/T,Black Mettalic,"1 7,403",1,"990,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Calapan,2021,Rush,1.5G AT,Dark Red Mica Metallic,"3 9,570",5,"800,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Calapan,2023,Veloz,V 1.5 CVT,White Pearl,"3 ,068",5,"1 ,100,000.00"
"",,,,,,,,Ending #,
Area,Classification,Dealer,Year,Model,Variant,Color,Mileage,,Price
"",,,,,,,,(Plate/CS),
Luzon,Value Lite,,,,,,,,
"",,Toyota Calapan,2021,Vios,1.3 XLE CVT,Black,"3 5,477",4,"600,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Calapan,2021,Vios,1.3 XLE CVT,Red Mica Metallic,"4 3,811",5,"580,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Calapan,2023,Vios,1.3 XLE CVT,Silver Metallic 1,"3 ,042",1,"720,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Calapan,2022,Vios,1.3 XLE CVT,Black,"3 2,495",6,"650,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Calapan,2022,Vios,1.3 XLE CVT,Blackish Red Mica,"4 3,831",2,"650,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Calapan,2023,Vios,1.3 XLE CVT,Blackish Red Mica,"1 1,828",6,"720,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Calapan,2020,Vios,1.3 XLE MT,Blackish Red Mica,"4 5,857",4,"560,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Calapan,2019,Vios,E MT,Blackish Red Mica,"2 7,019",5,"500,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Dagupan,2019,Fortuner,2.4 G 4X2 Dsl AT,Gray Metallic,"7 8,953",8,"1,280,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Dagupan,2018,Fortuner,4X2 2.4 G Dsl AT,Gray Metallic,"1 06,117",9,"1 ,150,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Dagupan,2021,Hilux,4X2 2.4 G Dsl MT,Attitude Black,"5 5,335",6,"1,050,000.00"
Luzon,Elite,,,,,,,,
"",,Toyota La Union,2024,Innova,2.8 E Dsl AT,Red,7,0,"1,380,000.00"
Luzon,Elite,,,,,,,,
"",,Toyota La Union,2022,Vios,1.3 XLE CVT,Alumina Jade Metallic,"1 2,906",1,"630,000.00"
Luzon,Elite,,,,,,,,
"",,Toyota La Union,2021,Vios,1.3 XLE CVT,Red,"3 0,171",7,"600,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Lipa,2024,Fortuner,2.4G 4X2,Super White 2,1 2,0,"1,800,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Lipa,2023,Vios,1.3 XLE CVT,Alumina Jade Metallic,"1 4,325",5,"7 10,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Lipa,2023,Vios,1.3 XLE CVT,Blackish Red Mica,"7 ,397",1,"7 10,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Lipa,2023,Vios,1.3 XLE CVT,Blackish Red Mica,"1 0,786",6,"7 10,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Lipa,2022,Wigo,1.0G AT,Silver Metallic,"1 2,915",3,"540,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Plaridel,2019,Hilux,2.4L 4X2 G Dsl A/T,Crimson Spark Red,"1 4,549",7,"1,050,000.00"
Luzon,Elite,,,,,,,,
"",,Toyota Plaridel,2022,Rush,1.5 G Gas A/T,White,"3 6,431",5,"925,000.00"
Luzon,Elite,,,,,,,,
"",,Toyota Plaridel,2023,Vios,1.3 XLE CVT Gas A/T,Blackish Red,"1 2,091",5,"695,000.00"
Luzon,Value Plus,,,,,,,,
"",,Toyota San Pablo,2017,Fortuner,4x2 V A/T Dsl,Gray Metallic,"8 2,000",0,"1,350,000.00"
Luzon,Value Plus,,,,,,,,
"",,Toyota San Pablo,2018,Hiace,Super Grandia A/T Dsl,Extreme Black,"8 5,000",2,"1,600,000.00"
Luzon,Value Plus,,,,,,,,
"",,Toyota San Pablo,2022,Rush,1.5 G A/T,White,"1 6,000",1,"1,000,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Santa Rosa,2020,Corolla Altis,1.6V CVT,Attitude Black Mica,"4 2,300",8,"928,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Santa Rosa,2020,Corolla Altis,HV,Attitude Black Mica,"6 1,482",1,"1 ,148,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Santa Rosa,2021,Corolla Altis,1.6 V CVT,Celestite Gray Metallic,"1 5,480",8,"975,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Santa Rosa,2018,Vios,1.3 E M/T,Alumina Jade Metallic,"5 9,520",1,"488,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Santa Rosa,2020,Vios,1.3 XLE M/T,Grayish Blue Mica Metallic,"8 6,940",9,"578,000.00"
Luzon,Value Lite,,,,,,,,
"",,Toyota Santa Rosa,2017,Vios,1.5G Gas A/T,Orange Metallic,"6 1,834",2,"568,000.00"
Luzon,Value Lite,,,,,,,,
